label,screening_id,database,title,abstract,author,year,journal,publication_type,doi_clean,pmid_clean,psychosocial_priority,screening_decision,exclusion_reason,screening_notes,screened_abstracts,note,notes,suggested_decision,suggested_reason_code,screening_confidence,screening_rationale,screening_rule_flags,manual_review_required,screening_method,possible_report_family,citation_mining_candidate
"VRD1587|Clinical apllications of advanced CT, MRI and optical imaging's as well as spect",VRD1587,Embase,"Clinical apllications of advanced CT, MRI and optical imaging's as well as spect",NA,NA,2008,Curr. Med. Imaging Rev,NA,10.2174/157340508786404099,NA,FALSE,NA,NA,NA,NA,,,excluded,wrong_population,medium,No dementia term in title and no abstract available,missing_abstract,no,rule_based_triage,,no
"VRD1614|Clinical neuropsychnology, functional neurosurgery, and restorative neurology in the next millennium: Beyond secondary outcome measures",VRD1614,Embase,"Clinical neuropsychnology, functional neurosurgery, and restorative neurology in the next millennium: Beyond secondary outcome measures",NA,NA,2000,Brain Cogn,NA,10.1006/brcg.1999.1178,NA,FALSE,NA,NA,NA,NA,,,excluded,wrong_population,medium,No dementia term in title and no abstract available,missing_abstract,no,rule_based_triage,,no
VRD0188|Clinical outcomes up to 9 years after [(18)F]flutemetamol amyloid-PET in a symptomatic memory clinic population.,VRD0188,PubMed,Clinical outcomes up to 9 years after [(18)F]flutemetamol amyloid-PET in a symptomatic memory clinic population.,"BACKGROUND: Previous studies demonstrated increases in diagnostic confidence and change in patient management after amyloid-PET. However, studies investigating longitudinal outcomes over an extended period of time are limited. Therefore, we aimed to investigate clinical outcomes up to 9 years after amyloid-PET to support the clinical validity of the imaging technique. METHODS: We analyzed longitudinal data from 200 patients (M(age) = 61.8, 45.5% female, M(MMSE) = 23.3) suspected of early-onset dementia that underwent [(18)F]flutemetamol-PET. Baseline amyloid status was determined through visual read (VR). Information on mortality was available with a mean follow-up of 6.7 years (range = 1.1-9.3). In a subset of 108 patients, longitudinal cognitive scores and clinical etiological diagnosis (eDx) at least 1 year after amyloid-PET acquisition were available (M = 3.06 years, range = 1.00-7.02). VR - and VR + patients were compared on mortality rates with Cox Hazard's model, prevalence of stable eDx using chi-square test, and longitudinal cognition with linear mixed models. Neuropathological data was available for 4 patients (mean delay = 3.59 ± 1.82 years, range = 1.2-6.3). RESULTS: At baseline, 184 (92.0%) patients were considered to have dementia. The majority of VR + patients had a primary etiological diagnosis of AD (122/128, 95.3%), while the VR - group consisted mostly of non-AD etiologies, most commonly frontotemporal lobar degeneration (30/72, 40.2%). Overall mortality rate was 48.5% and did not differ between VR - and VR + patients. eDx at follow-up was consistent with baseline diagnosis for 92/108 (85.2%) patients, with most changes observed in VR - cases (VR - = 14/35, 40% vs VR + = 2/73, 2.7%, χ(2) = 26.03, p < 0.001), who at no time received an AD diagnosis. VR + patients declined faster than VR - patients based on MMSE (β = - 1.17, p = 0.004), episodic memory (β = - 0.78, p = 0.003), fluency (β = - 1.44, p < 0.001), and attention scores (β = 16.76, p = 0.03). Amyloid-PET assessment was in line with post-mortem confirmation in all cases; two cases were VR + and showed widespread AD pathology, while the other two cases were VR - and showed limited amyloid pathology. CONCLUSION: In a symptomatic population, we observed that amyloid-status did not impact mortality rates, but is predictive of cognitive functioning over time across several domains. Also, we show particular validity for a negative amyloid-PET assessment, as these patients did not receive an AD diagnosis at follow-up.",Collij LE; Farrar G; Zwan M; van de Giessen E; Ossenkoppele R; Barkhof F; Rozemuller AJM; Pijnenburg YAL; van der Flier WM; Bouwman F,NA,Alzheimer's research & therapy,"Journal Article; Research Support, Non-U.S. Gov't",NA,38012799,FALSE,NA,NA,NA,NA,,,excluded,wrong_intervention,medium,No explicit psychosocial or interpersonal VR intervention identified,dementia_population; vr_technology; assessment_language,no,rule_based_triage,,no
VRD0985|Clinical outcomes up to 9 years after [18F]flutemetamol amyloid-PET in a symptomatic memory clinic population,VRD0985,Embase,Clinical outcomes up to 9 years after [18F]flutemetamol amyloid-PET in a symptomatic memory clinic population,NA,NA,2023,Alzheimers Res. Ther,NA,10.1186/s13195-023-01351-1,NA,FALSE,NA,NA,NA,NA,,,excluded,wrong_population,medium,No dementia term in title and no abstract available,missing_abstract,no,rule_based_triage,,no
VRD0879|Clinical practice guidelines on addressing cognitive impairment in vascular dementias,VRD0879,Embase,Clinical practice guidelines on addressing cognitive impairment in vascular dementias,NA,NA,2025,Indian J. Psychiatry,NA,10.4103/indianjpsychiatry.indianjpsychiatry_713_24,NA,FALSE,NA,NA,NA,NA,,,excluded,wrong_intervention,medium,No explicit VR term in title and no abstract available,dementia_population; missing_abstract; title_dementia_population,no,rule_based_triage,,no
VRD1110|Clinical validation of the Virtual Reality Functional Capacity Assessment Test - Short List (VRFCAT-SLx) for assessment of iADL functioning in early symptomatic Dementia: Sensitivity to cognitive and functional change over time,VRD1110,Embase,Clinical validation of the Virtual Reality Functional Capacity Assessment Test - Short List (VRFCAT-SLx) for assessment of iADL functioning in early symptomatic Dementia: Sensitivity to cognitive and functional change over time,NA,NA,2022,Alzheimer's Dementia,NA,10.1002/alz.068249,NA,FALSE,NA,NA,NA,NA,,,excluded,wrong_intervention,high,"VR used for assessment, diagnosis, or biomarker measurement without a psychosocial component",dementia_population; vr_technology; assessment_language; missing_abstract; title_dementia_population; title_vr_technology; clear_assessment_title,no,rule_based_triage,,no
VRD1111|Clinical validation of the Virtual Reality Functional Capacity Assessment Test - Short List (VRFCAT-SLx) for assessment of iADL functioning in early symptomatic dementia: Baseline performance and associations with standard measures,VRD1111,Embase,Clinical validation of the Virtual Reality Functional Capacity Assessment Test - Short List (VRFCAT-SLx) for assessment of iADL functioning in early symptomatic dementia: Baseline performance and associations with standard measures,NA,NA,2022,Alzheimer's Dementia,NA,10.1002/alz.062396,NA,FALSE,NA,NA,NA,NA,,,excluded,wrong_intervention,high,"VR used for assessment, diagnosis, or biomarker measurement without a psychosocial component",dementia_population; vr_technology; assessment_language; missing_abstract; title_dementia_population; title_vr_technology; clear_assessment_title,no,rule_based_triage,,no
VRD0840|Co-design and Pilot Study in VR-based Physical Activity and Cognitive Training,VRD0840,Embase,Co-design and Pilot Study in VR-based Physical Activity and Cognitive Training,NA,NA,2025,clinicaltrials.gov,NA,NA,NA,FALSE,NA,NA,NA,NA,,,excluded,wrong_population,medium,No dementia term in title and no abstract available,vr_technology; intervention_language; physical_or_cognitive_training; missing_abstract; title_vr_technology; clear_training_title,no,rule_based_triage,,no
VRD0860|Cognition and Cognitive Training in Patients with Neurodegenerative Diseases,VRD0860,Embase,Cognition and Cognitive Training in Patients with Neurodegenerative Diseases,NA,NA,2025,Brain Sci,NA,10.3390/brainsci15020183,NA,FALSE,NA,NA,NA,NA,,,excluded,wrong_population,medium,No dementia term in title and no abstract available,physical_or_cognitive_training; missing_abstract; clear_training_title,no,rule_based_triage,,no
"VRD0107|Cognition, function and awareness of disease impact in early Parkinson's and Huntington's disease.",VRD0107,PubMed,"Cognition, function and awareness of disease impact in early Parkinson's and Huntington's disease.","PURPOSE: Patients with Parkinson's and Huntington's Disease (PD and HD) present impairments in cognitively challenging everyday activities. This study contrasts these two basal ganglia disorders on the ability to perform daily life- like tasks and their level of awareness regarding the disease impact on function. METHODS: 19 controls, 10 early-onset PD, 20 early stage PD, and 15 early manifest HD patients were compared in the ""EcoKitchen,"" a virtual reality task with increasing executive load, the ""Behavioural Assessment of Dysexecutive Syndrome battery - BADS,"" and ""The Adults and Older Adults Functional Assessment Inventory - IAFAI,"" a self-report functional questionnaire. The EcoKitchen clinical correlates were investigated. RESULTS: All clinical groups presented slower EcoKitchen performance than controls, however, only HD patients showed decreased accuracy. HD and PD patients exhibited reduced BADS scores compared to the other study participants. Importantly, on the IAFAI, PD patients signalled more physically related incapacities and HD patients indicated more cognitively related incapacities. Accordingly, the EcoKitchen performance was significantly associated with PD motor symptom severity. CONCLUSIONS: Our findings suggest differential disease impact on cognition and function across PD and HD patients, with preserved awareness regarding disease- related functional sequelae. These observations have important implications for clinical management, research and rehabilitation.Implications for rehabilitationPatients with early stage Parkinson's and Huntington's disease have diagnosis-specific impairments in the performance of executively demanding everyday activities and, yet, show preserved awareness about the disease impact on their daily life.An active involvement of patients in the rehabilitation process should be encouraged, as their appraisal of the disease effects can help on practical decisions about meaningful targets for intervention, vocational choices, quality-of-life issues and/or specific everyday skills to boost.The EcoKitchen, a non-immersive virtual reality task, can detect and quantify early deficits in everyday-like tasks and is therefore a valuable tool for assessing the effects of rehabilitation strategies on the functional cognition of these patients.Rehabilitation efforts in the mild stages of Parkinson's and Huntington's disease should be aware of greater time needs from the patients in the performance of daily life tasks, target executive skills, and give a more prominent role to patients in symptoms report and management.",Júlio F; Ribeiro MJ; Morgadinho A; Sousa M; van Asselen M; Simões MR; Castelo-Branco M; Januário C,2022,Disability and rehabilitation,"Journal Article; Research Support, Non-U.S. Gov't",10.1080/09638288.2020.1783001,32620060,FALSE,NA,NA,NA,NA,,,excluded,wrong_population,medium,No dementia population identified in title or abstract,vr_technology; intervention_language; assessment_language,no,rule_based_triage,,no
VRD0787|Cognitive Decline Profiles in Mild Cognitive Impairment: A Novel ConvenientMulti-Domain Screening Tool Perspective,VRD0787,Embase,Cognitive Decline Profiles in Mild Cognitive Impairment: A Novel ConvenientMulti-Domain Screening Tool Perspective,NA,NA,2025,Alzheimer's Dementia,NA,10.1002/alz70856_103384,NA,FALSE,NA,NA,NA,NA,,,excluded,wrong_population,high,MCI-only population; no diagnosed dementia group identified,assessment_language; mci_language; missing_abstract; clear_assessment_title,no,rule_based_triage,,no
VRD1303|Cognitive Intervention to Restore Capabilities for Learning and Retrieval of High-Fidelity Memory,VRD1303,Embase,Cognitive Intervention to Restore Capabilities for Learning and Retrieval of High-Fidelity Memory,NA,NA,2020,clinicaltrials.gov,NA,NA,NA,FALSE,NA,NA,NA,NA,,,excluded,wrong_population,medium,No dementia term in title and no abstract available,intervention_language; missing_abstract,no,rule_based_triage,,no
VRD1035|Cognitive Interventions for Neurodegenerative Disease,VRD1035,Embase,Cognitive Interventions for Neurodegenerative Disease,NA,NA,2023,Curr. Neurol. Neurosci. Rep,NA,10.1007/s11910-023-01283-1,NA,FALSE,NA,NA,NA,NA,,,excluded,wrong_population,medium,No dementia term in title and no abstract available,intervention_language; missing_abstract,no,rule_based_triage,,no
"VRD0732|Cognitive Stimulation and Memory Enhancement Through Virtual Reality in Patients With Alzheimer's Disease: A Behavioral, Biometric, and Neurocognitive Assessment",VRD0732,Embase,"Cognitive Stimulation and Memory Enhancement Through Virtual Reality in Patients With Alzheimer's Disease: A Behavioral, Biometric, and Neurocognitive Assessment",NA,NA,2026,clinicaltrials.gov,NA,NA,NA,FALSE,NA,NA,NA,NA,,,excluded,wrong_intervention,high,"VR used for assessment, diagnosis, or biomarker measurement without a psychosocial component",dementia_population; vr_technology; assessment_language; missing_abstract; title_dementia_population; title_vr_technology; patient_participant_phrase; clear_assessment_title,no,rule_based_triage,,no
"VRD0785|Cognitive and motor behaviors in Alzheimer's, Parkinson's, and Healthy individuals during the ViewMind 3-D Task",VRD0785,Embase,"Cognitive and motor behaviors in Alzheimer's, Parkinson's, and Healthy individuals during the ViewMind 3-D Task",NA,NA,2025,Alzheimer's Dementia,NA,10.1002/alz70856_106668,NA,FALSE,NA,NA,NA,excluded,,wrong_intervention: assessment-only 3D task; no psychosocial intervention,excluded,manual_existing,manual,wrong_intervention: assessment-only 3D task; no psychosocial intervention,dementia_population; missing_abstract; title_dementia_population,no,existing_manual_screening,,no
VRD1230|Cognitive assessment tools for mild cognitive impairment screening,VRD1230,Embase,Cognitive assessment tools for mild cognitive impairment screening,NA,NA,2021,J. Neurol,NA,10.1007/s00415-019-09506-7,NA,FALSE,NA,NA,NA,NA,,,excluded,wrong_population,high,MCI-only population; no diagnosed dementia group identified,assessment_language; mci_language; missing_abstract; clear_assessment_title,no,rule_based_triage,,no
VRD0350|Cognitive reserve and the effects of virtual reality-based cognitive training on elderly individuals with mild cognitive impairment and normal cognition.,VRD0350,PubMed,Cognitive reserve and the effects of virtual reality-based cognitive training on elderly individuals with mild cognitive impairment and normal cognition.,"BACKGROUND: Cognitive reserve (CR) is a concept proposed to account for discrepancies between the extent of brain pathology and clinical manifestations of that pathology. This study aimed to explore the associations between CR and the effects of cognitive training using fully immersive virtual reality (VR). METHODS: A total of 44 older adults (22 cognitively normal, 22 with mild cognitive impairment) underwent eight cognitive training sessions using VR for a period of 4 weeks. CR was assessed using the Cognitive Reserve Index questionnaire (CRIq). To evaluate baseline cognitive function and the effects of VR training, the Consortium to Establish a Registry for Alzheimer's Disease (CERAD) neuropsychological battery was administered to all participants before and after the training. RESULTS: Greater improvement in the total CERAD score was seen for cognitively normal participants with higher versus lower scores on the Education subdomain of the CRIq. Among patients with mild cognitive impairment, none of the CRIq subdomain scores (Education, Working Activity, Leisure Time) were related to a change in CERAD total scores. The CRIq total score did not predict the improvement of global cognition in either group. CONCLUSIONS: This study revealed different impacts of CR on cognitive training according to the participants' cognitive status. It also suggests that employing three proxies of CR rather than using a composite score would provide a more accurate understanding of one's CR.",Kim H; Hong JP; Kang JM; Kim WH; Maeng S; Cho SE; Na KS; Oh SH; Park JW; Cho SJ; Bae JN,2021,Psychogeriatrics : the official journal of the Japanese Psychogeriatric Society,Journal Article,10.1111/psyg.12705,33934441,FALSE,NA,NA,NA,NA,,,excluded,wrong_intervention,high,Physical/motor or cognitive training without an explicit psychosocial component,dementia_population; vr_technology; intervention_language; physical_or_cognitive_training; mci_language; title_vr_technology; clear_training_title,no,rule_based_triage,,no
VRD0881|Cognitive stimulation enhancing memory and mental function,VRD0881,Embase,Cognitive stimulation enhancing memory and mental function,NA,NA,2025,Prog. Brain Res,NA,10.1016/bs.pbr.2025.08.024,NA,FALSE,NA,NA,NA,NA,,,excluded,wrong_population,medium,No dementia term in title and no abstract available,missing_abstract,no,rule_based_triage,,no
"VRD1364|Cognitive stimulation, training, and rehabilitation",VRD1364,Embase,"Cognitive stimulation, training, and rehabilitation",NA,NA,2019,Dialogues Clin. Neurosci,NA,10.31887/dcns.2019.21.1/akurz,NA,FALSE,NA,NA,NA,NA,,,excluded,wrong_population,medium,No dementia term in title and no abstract available,missing_abstract,no,rule_based_triage,,no
VRD1091|Cognitive training for Alzheimer’s disease,VRD1091,Embase,Cognitive training for Alzheimer’s disease,NA,NA,2023,Aktual. Neurol,NA,10.15557/an.2023.0021,NA,FALSE,NA,NA,NA,NA,,,excluded,wrong_intervention,medium,No explicit VR term in title and no abstract available,dementia_population; physical_or_cognitive_training; missing_abstract; title_dementia_population; clear_training_title,no,rule_based_triage,,no
VRD1316|Cognitive training for the prevention of dementia,VRD1316,Embase,Cognitive training for the prevention of dementia,NA,NA,2019,Nervenheilkunde,NA,10.1055/a-0998-5432,NA,FALSE,NA,NA,NA,NA,,,excluded,wrong_intervention,medium,No explicit VR term in title and no abstract available,dementia_population; physical_or_cognitive_training; missing_abstract; title_dementia_population; clear_training_title,no,rule_based_triage,,no
VRD1439|Cognitive-motor Intervention Using Virtual Reality for Middle-aged Individuals at High Dementia Risk,VRD1439,Embase,Cognitive-motor Intervention Using Virtual Reality for Middle-aged Individuals at High Dementia Risk,NA,NA,2016,clinicaltrials.gov,NA,NA,NA,FALSE,NA,NA,NA,NA,,,excluded,wrong_intervention,high,Physical/motor or cognitive training without an explicit psychosocial component,dementia_population; vr_technology; intervention_language; missing_abstract; title_dementia_population; title_vr_technology; clear_training_title,no,rule_based_triage,,no
"VRD0780|Combined Virtual Reality and Physical Activity Mitigates Mental Workload, Physical Exertion, and Simulator Sickness Compared to Virtual Reality Only in Older Adults",VRD0780,Embase,"Combined Virtual Reality and Physical Activity Mitigates Mental Workload, Physical Exertion, and Simulator Sickness Compared to Virtual Reality Only in Older Adults",NA,NA,2025,Alzheimer's Dementia,NA,10.1002/alz70860-101719,NA,FALSE,NA,NA,NA,NA,,,excluded,wrong_population,medium,No dementia term in title and no abstract available,vr_technology; missing_abstract; title_vr_technology,no,rule_based_triage,,no
"VRD0790|Combined Virtual Reality and Physical Activity Mitigates MentalWorkload, Physical Exertion, and Simulator Sickness Compared to Virtual RealityOnly inOlder Adults",VRD0790,Embase,"Combined Virtual Reality and Physical Activity Mitigates MentalWorkload, Physical Exertion, and Simulator Sickness Compared to Virtual RealityOnly inOlder Adults",NA,NA,2025,Alzheimer's Dementia,NA,10.1002/alz70863_110518,NA,FALSE,NA,NA,NA,NA,,,excluded,wrong_population,medium,No dementia term in title and no abstract available,vr_technology; missing_abstract; title_vr_technology,no,rule_based_triage,,no
VRD1472|Combining cognitive performance and daily living activities in a new Serious Game based assessment tool for Alzheimer's patients: Preliminary results,VRD1472,Embase,Combining cognitive performance and daily living activities in a new Serious Game based assessment tool for Alzheimer's patients: Preliminary results,NA,NA,2015,Schweiz. Arch. Neurol. Psychiatr,NA,NA,NA,FALSE,NA,NA,NA,NA,,,excluded,wrong_intervention,medium,No explicit VR term in title and no abstract available,dementia_population; assessment_language; missing_abstract; title_dementia_population; clear_assessment_title,no,rule_based_triage,,no
VRD0592|Combining reinforcement learning and virtual reality in mild neurocognitive impairment: a new usability assessment on patients and caregivers.,VRD0592,PubMed,Combining reinforcement learning and virtual reality in mild neurocognitive impairment: a new usability assessment on patients and caregivers.,NA,Stasolla F; Di Gioia M,2023,Frontiers in aging neuroscience,Journal Article,10.3389/fnagi.2023.1189498,37293666,FALSE,NA,NA,NA,NA,,,excluded,wrong_population,medium,"VR intervention targets caregivers, staff, students, or the public rather than people with dementia",vr_technology; psychosocial_component; assessment_language; missing_abstract; title_vr_technology; title_psychosocial_component; clear_assessment_title,no,curated_title_abstract_review,,no
VRD1295|Combining virtual screening protocol and in vitro evaluation towards the discovery of BACE1 inhibitors,VRD1295,Embase,Combining virtual screening protocol and in vitro evaluation towards the discovery of BACE1 inhibitors,NA,NA,2020,Biomolecules,NA,10.3390/biom10040535,NA,FALSE,NA,NA,NA,NA,,,excluded,wrong_population,medium,No dementia term in title and no abstract available,missing_abstract; clear_assessment_title,no,rule_based_triage,,no
"VRD1511|Commentary on ""Cognition in schizophrenia""",VRD1511,Embase,"Commentary on ""Cognition in schizophrenia""",NA,NA,2013,Eur. Neuropsychopharmacol,NA,10.1016/j.euroneuro.2013.04.008,NA,FALSE,NA,NA,NA,NA,,,excluded,wrong_population,medium,No dementia term in title and no abstract available,missing_abstract,no,rule_based_triage,,no
VRD1451|Comparison between virtual reality through the Wii therapy and physiotherapy on conventional balance and gait speed in individuals with PD,VRD1451,Embase,Comparison between virtual reality through the Wii therapy and physiotherapy on conventional balance and gait speed in individuals with PD,NA,NA,2016,J. Parkinson's Dis,NA,10.3233/jpd-169900,NA,FALSE,NA,NA,NA,NA,,,excluded,wrong_population,medium,No dementia term in title and no abstract available,vr_technology; intervention_language; physical_or_cognitive_training; missing_abstract; title_vr_technology; clear_training_title,no,rule_based_triage,,no
"VRD1292|Comparison of The Effect of Two Different Virtual Reality Trainings on Gait, Balance and Posture of Individuals With Dementia",VRD1292,Embase,"Comparison of The Effect of Two Different Virtual Reality Trainings on Gait, Balance and Posture of Individuals With Dementia",NA,NA,2020,clinicaltrials.gov,NA,NA,NA,FALSE,NA,NA,NA,NA,,,excluded,wrong_intervention,high,Physical/motor or cognitive training without an explicit psychosocial component,dementia_population; vr_technology; physical_or_cognitive_training; missing_abstract; title_dementia_population; title_vr_technology; clear_training_title,no,rule_based_triage,,no
VRD0356|Comparison of Time Taken to Assess Cognitive Function Using a Fully Immersive and Automated Virtual Reality System vs. the Montreal Cognitive Assessment.,VRD0356,PubMed,Comparison of Time Taken to Assess Cognitive Function Using a Fully Immersive and Automated Virtual Reality System vs. the Montreal Cognitive Assessment.,"Introduction: Dementia is increasingly prevalent globally. Existing questionnaire-based cognitive assessment tools may not comprehensively assess cognitive function and real-time task-performance across all cognitive domains. CAVIRE (Cognitive Assessment by VIrtual REality), a fully immersive virtual reality system incorporating automated audio-visual instructions and a scoring matrix was developed to assess the six cognitive domains, with potential to maintain consistency in execution of the testing environment and possibly time-saving in busy primary care practice. Aims: This is a feasibility study to compare the completion times of the questionnaire-based Montreal Cognitive Assessment (MoCA) and the CAVIRE in cognitively-healthy Asian adults aged between 35 and 74 years, overall, and in and across each 10-year age group (35-44; 45-54; 55-64; 65-74). Methods: A total of 100 participants with a MoCA score of 26 or more were recruited equally into the four 10-year age groups at a primary care clinic in Singapore. Completion time for the MoCA assessment for each participant was recorded. They were assessed using the CAVIRE, comprising 13 segments featuring common everyday activities assessing all six cognitive domains, and the completion time was also recorded through the embedded automated scoring and timing framework. Results: Completion time for CAVIRE as compared to MoCA was significantly (p < 0.01) shorter, overall (mean difference: 74.9 (SD) seconds) and in each age group. Younger, vs. older, participants completed both the MoCA and CAVIRE tasks in a shorter time. There was a greater variability in the completion time for the MoCA, most markedly in the oldest group, whereas completion time was less variable for the CAVIRE tasks in all age groups, with most consistency in the 45-54 year-age group. Conclusion: We demonstrate almost equivalent completion times for a VR and a questionnaire-based cognition assessment, with inter-age group variation in VR completion time synonymous to that in conventional screening methods. The CAVIRE has the potential to be an alternative screening modality for cognition in the primary care setting.",Wong WT; Tan NC; Lim JE; Allen JC Jr; Lee WS; Quah JHM; Paulpandi M; Teh TA; Lim SH; Malhotra R,2021,Frontiers in aging neuroscience,Journal Article,10.3389/fnagi.2021.756891,34887743,FALSE,NA,NA,NA,NA,,,excluded,wrong_intervention,high,"VR used for assessment, diagnosis, or biomarker measurement without a psychosocial component",dementia_population; vr_technology; psychosocial_component; intervention_language; assessment_language; title_vr_technology; clear_assessment_title,no,rule_based_triage,,no
"VRD0947|Comparison of the Effects of Bimanual, Finger and Virtual Reality Exercises in Individuals With Mild Cognitive Impairment - Randomized Controlled Study",VRD0947,Embase,"Comparison of the Effects of Bimanual, Finger and Virtual Reality Exercises in Individuals With Mild Cognitive Impairment - Randomized Controlled Study",NA,NA,2024,clinicaltrials.gov,NA,NA,NA,FALSE,NA,NA,NA,NA,,,excluded,wrong_population,high,MCI-only population; no diagnosed dementia group identified,vr_technology; mci_language; missing_abstract; title_vr_technology,no,rule_based_triage,,no
VRD1563|Comprehensive model of how reality distortion and symptoms occur in schizophrenia: Could impairment in learning-dependent predictive perception account for the manifestations of schizophrenia?,VRD1563,Embase,Comprehensive model of how reality distortion and symptoms occur in schizophrenia: Could impairment in learning-dependent predictive perception account for the manifestations of schizophrenia?,NA,NA,2011,Psychiatry Clin. Neurosci,NA,10.1111/j.1440-1819.2011.02203.x,NA,FALSE,NA,NA,NA,NA,,,excluded,wrong_population,medium,No dementia term in title and no abstract available,missing_abstract,no,rule_based_triage,,no
"VRD1259|Computational Design of Copper Ligands with Controlled Metal Chelating, Pharmacokinetics, and Redox Properties for Alzheimer's Disease",VRD1259,Embase,"Computational Design of Copper Ligands with Controlled Metal Chelating, Pharmacokinetics, and Redox Properties for Alzheimer's Disease",NA,NA,2021,J. Alzheimer's Dis,NA,10.3233/jad-200911,NA,FALSE,NA,NA,NA,NA,,,excluded,wrong_intervention,medium,No explicit VR term in title and no abstract available,dementia_population; missing_abstract; title_dementia_population,no,rule_based_triage,,no
VRD1491|Computational design of apolipoprotein e4 inhibitors for Alzheimer's disease therapy from traditional Chinese medicine,VRD1491,Embase,Computational design of apolipoprotein e4 inhibitors for Alzheimer's disease therapy from traditional Chinese medicine,NA,NA,2014,BioMed Res. Int,NA,10.1155/2014/452625,NA,FALSE,NA,NA,NA,NA,,,excluded,wrong_intervention,medium,No explicit VR term in title and no abstract available,dementia_population; intervention_language; missing_abstract; title_dementia_population,no,rule_based_triage,,no
VRD0861|Computer vision algorithms in healthcare: Recent advancements and future challenges,VRD0861,Embase,Computer vision algorithms in healthcare: Recent advancements and future challenges,NA,NA,2025,Comput. Biol. Med,NA,10.1016/j.compbiomed.2024.109531,NA,FALSE,NA,NA,NA,NA,,,excluded,wrong_population,medium,No dementia term in title and no abstract available,missing_abstract,no,rule_based_triage,,no
VRD0187|Computerised cognitive training for maintaining cognitive function in cognitively healthy people in midlife.,VRD0187,PubMed,Computerised cognitive training for maintaining cognitive function in cognitively healthy people in midlife.,"BACKGROUND: Normal aging is associated with changes in cognitive function that are non-pathological and are not necessarily indicative of future neurocognitive disease. Low cognitive and brain reserve and limited cognitive stimulation are associated with increased risk of dementia. Emerging evidence now suggests that subtle cognitive changes, detectable years before criteria for mild cognitive impairment are met, may be predictive of future dementia. Important for intervention and reduction in disease risk, research also suggests that engaging in stimulating mental activity throughout adulthood builds cognitive and brain reserve and reduces dementia risk. Therefore, midlife (defined here as 40 to 65 years) may be a suitable time to introduce cognitive interventions for maintaining cognitive function and, in the longer term, possibly preventing or delaying the onset of clinical dementia. OBJECTIVES: To evaluate the effects of computerised cognitive training interventions lasting at least 12 weeks for maintaining or improving cognitive function in cognitively healthy people in midlife. SEARCH METHODS: We searched up to 31 March 2018 in ALOIS (www.medicine.ox.ac.uk/alois), the specialised register of the Cochrane Dementia and Cognitive Improvement Group (CDCIG). We ran additional searches in MEDLINE, Embase, PsycINFO, CINAHL, ClinicalTrials.gov, and the WHO Portal/ICTRP at www.apps.who.int/trialsearch, to ensure that the search was as comprehensive and as up-to-date as possible, to identify published, unpublished, and ongoing trials. SELECTION CRITERIA: We included randomised controlled trials (RCTs) or quasi-RCTs, published or unpublished, reported in any language. Participants were cognitively healthy people between 40 and 65 years of age (80% of study population within this age range). Experimental interventions adhered to the following criteria: intervention was any form of interactive computerised cognitive intervention - including computer exercises, computer games, mobile devices, gaming console, and virtual reality - that involved repeated practice on standardised exercises of specified cognitive domain(s) for the purpose of enhancing cognitive function; duration of the intervention was at least 12 weeks; cognitive outcomes were measured; and cognitive training interventions were compared with active or inactive control interventions. DATA COLLECTION AND ANALYSIS: For preliminary screening of search results, we used a 'crowd' method to identify RCTs. At least two review authors working independently screened remaining citations against inclusion criteria; independently extracted data; and assessed the quality of the included trial, using the Cochrane risk of bias assessment tool. We used GRADE to describe the overall quality of the evidence. MAIN RESULTS: We identified one eligible study that examined the effect of computerised cognitive training (CCT) in 6742 participants over 50 years of age, with training and follow-up duration of six months. We considered the study to be at high risk of attrition bias and the overall quality of the evidence to be low.Researchers provided no data on our primary outcome. Results indicate that there may be a small advantage for the CCT group for executive function (mean difference (MD) -1.57, 95% confidence interval (CI) -1.85 to -1.29; participants = 3994; low-quality evidence) and a very small advantage for the control group for working memory (MD 0.09, 95% CI 0.03 to 0.15; participants = 5831; low-quality evidence). The intervention may have had little or no effect on episodic memory (MD -0.03, 95% CI -0.10 to 0.04; participants = 3090; low-quality evidence). AUTHORS' CONCLUSIONS: We found low-quality evidence from only one study. We are unable to determine whether computerised cognitive training is effective in maintaining global cognitive function among healthy adults in midlife. We strongly recommend that high-quality studies be undertaken to investigate the effectiveness and acceptability of cognitive training in midlife, using interventions that last long enough that they may have enduring effects on cognitive and brain reserve, and with investigators following up long enough to assess effects on clinically important outcomes in later life.",Gates NJ; Rutjes AW; Di Nisio M; Karim S; Chong LY; March E; Martínez G; Vernooij RW,2019,The Cochrane database of systematic reviews,"Journal Article; Research Support, Non-U.S. Gov't; Systematic Review",10.1002/14651858.cd012278.pub2,30864746,FALSE,NA,NA,NA,NA,,,excluded,wrong_study_design,high,Review/bibliometric study; no primary intervention data; retain for background and citation searching,dementia_population; vr_technology; psychosocial_component; intervention_language; review; assessment_language; physical_or_cognitive_training; mci_language; clear_training_title,no,rule_based_triage,,yes
